TEIDESAT.Time,TEIDESAT.TTGregorian,TEIDESAT.Earth.Latitude,TEIDESAT.Earth.Longitude,TEIDESAT.Earth.Altitude,TEIDESAT.Propagator1_ForceModel.Acceleration,TEIDESAT.Propagator1_ForceModel.AccelerationX,TEIDESAT.Propagator1_ForceModel.AccelerationY,TEIDESAT.Propagator1_ForceModel.AccelerationZ
1147.17,26 Sep 2024 11:09:13.799,59.7812652726135,38.11641453705931,275.828267255607,0.009029454950877805,0.003904250185323806,0.002316956425330781,-0.007805100904117073
1147.27,26 Sep 2024 11:11:13.896,57.79409200694286,52.58629225226023,274.9575564417564,0.009031183658954408,0.003361232786232763,0.003443739478530573,-0.00764231972914828
1147.36,26 Sep 2024 11:13:12.515,54.31331310016515,64.81737651480233,273.568938762548,0.009033878115560275,0.00276051365577151,0.004492122042560467,-0.007335622517403705
1147.45,26 Sep 2024 11:15:12.870,49.6401595594816,74.92390354734731,271.7099350601347,0.009037472216510078,0.002096943285008455,0.005469999962677154,-0.006881702793056489
1147.55,26 Sep 2024 11:17:11.990,44.22626876996441,82.96763411747517,269.5408016963493,0.009041681673536039,0.001398836159376012,0.006333976238184593,-0.006298889576654966
1147.64,26 Sep 2024 11:19:12.199,38.22027756287663,89.57114689246421,267.1617618381906,0.009046335479141309,0.0006659995674203271,0.007083831904557866,-0.005586766124094943
1147.74,26 Sep 2024 11:21:09.228,32.01442660233836,94.93269499125242,264.8103995300053,0.009050987293676321,-6.134503394910327e-05,0.007681557910194565,-0.004786467993147694
1147.83,26 Sep 2024 11:23:09.491,25.38358011133201,99.66264951109163,262.5122768216961,0.009055603316602094,-0.0008087336443318747,0.008147255668530671,-0.003869383205599486
1147.92,26 Sep 2024 11:25:08.097,18.67204241083324,103.790400668664,260.5064224911675,0.009059719165546863,-0.001531390465368516,0.00844936702063499,-0.002888174432364041
1148.02,26 Sep 2024 11:27:07.995,11.77339858070825,107.6060943623119,258.8671790340859,0.009063195216122057,-0.002232822145110771,0.008589367412841704,-0.001838145870450351
1148.11,26 Sep 2024 11:29:05.534,4.944691292391068,111.1418999062389,257.7320851268669,0.009065750306921496,-0.002878424787054722,0.008561908672675769,-0.0007721523512077321
1148.2,26 Sep 2024 11:29:19.669,4.120964220794246,111.5593868840435,257.6301566487855,0.009065994382767844,-0.002952644977026183,0.008547592411975726,-0.0006424996083696576
1148.3,26 Sep 2024 11:29:34.406,3.261811677959596,111.9936296543064,257.5320710052374,0.009066233814263936,-0.003029165973239841,0.008530156702652903,-0.0005071249448158355
1148.39,26 Sep 2024 11:29:50.849,2.302847277200471,112.4771888235874,257.4325619690107,0.00906648268628979,-0.003113482474927094,0.00850768368935362,-0.0003558839993884824
1148.49,26 Sep 2024 11:30:46.405,-0.9383712425314509,114.1073781537194,257.1746474328456,0.009067179034699595,-0.003389625250442403,0.008408322841089345,0.0001558310266742514
1148.58,26 Sep 2024 11:32:13.759,-6.031633310195947,116.6824121979349,257.0149144477464,0.009067818123477947,-0.003794300577191207,0.008179854093180516,0.0009584339646942598
1148.67,26 Sep 2024 11:34:11.695,-12.87844419342086,120.2559486164465,257.2656512126478,0.009067809561905806,-0.004276641904763782,0.0077354286446602,0.002024511781338707
1148.77,26 Sep 2024 11:36:11.179,-19.74337365671819,124.1075490043435,258.0221590889714,0.009066852302572261,-0.004681665431812193,0.007134290196914294,0.003064591791323483
1148.86,26 Sep 2024 11:38:10.809,-26.49568772880338,128.3497915756763,259.2037552276643,0.009065079901629148,-0.004994942182009817,0.006392556596795493,0.004044928476260883
1148.95,26 Sep 2024 11:40:10.914,-33.0897256990564,133.1926793118263,260.7036383001523,0.00906267962286143,-0.005210621212562148,0.005522351827203304,0.004948254118616937
1149.05,26 Sep 2024 11:42:10.628,-39.39056727847771,138.8577295492172,262.3777388611325,0.009059902686782362,-0.005323135455414032,0.004547479241981261,0.005750347655666553
1149.14,26 Sep 2024 11:44:11.824,-45.36444080618899,145.7913644340148,264.1085594218193,0.009056956957217871,-0.005331002549362233,0.003471228229370108,0.006446662370809768
1149.24,26 Sep 2024 11:46:11.565,-50.67808584303587,154.2581062169362,265.7118802956911,0.009054163625495666,-0.005234264607497529,0.002340925009931155,0.007007169405246772
1149.33,26 Sep 2024 11:48:11.806,-55.14945402505946,164.8395653752771,267.0858729229176,0.009051703361584866,-0.005034874513011101,0.001161296629048744,0.00743200931940468
1149.42,26 Sep 2024 11:50:11.532,-58.37326077282255,177.7038957468115,268.1139079728082,0.009049783449922279,-0.004738687221842524,-3.490071563242834e-05,0.007709877161413268
1149.52,26 Sep 2024 11:52:11.672,-59.97528104126025,-167.4458905624616,268.7300169366099,0.009048522910174453,-0.004349464524728772,-0.001233827952530563,0.007838086104887603
1149.61,26 Sep 2024 11:54:11.597,-59.6842025885636,-152.014602196572,268.8922302246147,0.009048002014039444,-0.003876581827793832,-0.002406287308909524,0.007813337005752499
1149.7,26 Sep 2024 11:56:11.188,-57.56384323910103,-137.7162236986493,268.6048598229745,0.009048220666322345,-0.00333010635004182,-0.003528977944773459,0.007637211767993372
1149.8,26 Sep 2024 11:58:11.184,-53.92306697399949,-125.5221961615809,267.905712520751,0.009049117456506319,-0.00271701320333442,-0.004587227882097308,0.007311751250710249
1149.89,26 Sep 2024 11:58:57.926,-52.18301590660577,-121.4089492824221,267.5372064147841,0.009049624984443337,-0.002463113433346762,-0.004976495055755314,0.007145857648566105
1149.99,26 Sep 2024 11:59:11.980,-51.63043160011351,-120.2390529926591,267.4172264535282,0.00904979260747091,-0.002385307036910579,-0.005090716714130445,0.007091802303672382
1150.08,26 Sep 2024 11:59:26.256,-51.05616341810485,-119.081033275692,267.2912873389032,0.009049969499417953,-0.002305602735675349,-0.005205369025645487,0.007034932641645698
1150.17,26 Sep 2024 11:59:42.343,-50.39422920717363,-117.8121379622726,267.1447156046052,0.009050176402187407,-0.002215023580251441,-0.005332842403053287,0.006968511702927444
1150.27,26 Sep 2024 12:00:37.054,-48.03526558904415,-113.7672252974354,266.6128106620181,0.009050934018716027,-0.001901280675156426,-0.005752182224250485,0.006724354100167875
1150.36,26 Sep 2024 12:02:32.230,-42.62086891433255,-106.45016530154,265.3666688316862,0.009052727620037108,-0.001216755155239098,-0.006557059235674021,0.006121793726894417
1150.45,26 Sep 2024 12:04:30.784,-36.57946120563388,-100.261304634563,264.0056804713849,0.00905467912475454,-0.0004888123448081555,-0.007262529038271923,0.00538553140479989
